brand,price,Kondisi,TahunKendaraan,Kilometer,Warna,Transmisi,JumlahGir,Pintu,KapasitasKursi,Dirakit,EngineCC,Baut(mm),Struk(mm),TenagaPuncak(hp),TenagaPutaranPuncak(Nm),InjeksiLangsung,Aspirasi,TipeBahanBakar,RadiusPutar,Panjang(mm),Lebar(mm),Tinggi(mm),JarakRoda(mm),ThreadDepan,ThreadBelakang,KonsumsiBahanBakar(L/100km),BeratKosong(kg),RasioKompresi,EmisiCO2,0-100km/jam(detik),KecepatanTertinggi(km/jam)
Mitsubishi,145000000,Mobil Bekas,2014,110 - 115K km,Putih,Automatic,,5,5,Complete Knock Down (CKD),1998,86,86,148,197,Multi-Point Injection,Aspirated,Pertamax,10.6,4295,1770,1625,2670,1525,1530,,1405,,,,
Toyota,110000000,Mobil Bekas,2017,35 - 40K km,Abu-abu,Automatic,4,5,7,Complete Knock Down (CKD),1197,72.5,72.5,87,108,Multi-Point Injection,Aspirated,Pertamax,,4070,1655,1600,2525,,,,990,,,,
Daihatsu,110000000,Mobil Bekas,2013,120 - 125K km,Hitam,Automatic,4,5,7,Complete Knock Down (CKD),1298,72,79.7,91,117,Multi-Point Injection,Aspirated,Pertamax,9.4,4140,1660,1695,2655,1425,1435,7.5,1050,,,,
Honda,195000000,Mobil Bekas,2016,80 - 85K km,Putih,Automatic,,5,5,Complete Knock Down (CKD),1497,73,89.4,118,145,Multi-Point Injection,Aspirated,Pertamax,,4294,1772,1580,2610,1472,1475,6.5,1226,10.3,155,,
Honda,201000000,Mobil Bekas,2017,70 - 75K km,Abu-abu,Automatic,,5,5,Complete Knock Down (CKD),1497,73,89.4,118,145,Multi-Point Injection,Aspirated,Pertamax,,3955,1694,1524,2530,1476,1466,,1080,10.3,,,
Honda,122000000,Mobil Bekas,2017,75 - 80K km,Abu-abu,Automatic,5,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3640,1680,1485,2345,1480,1465,,960,,,,
Honda,320000000,Mobil Bekas,2015,65 - 70K km,Putih,Automatic,,5,6,Complete Built Up (CBU),2356,87,99.1,173,226,Multi-Point Injection,Aspirated,Pertamax,10.9,4830,1820,1695,2900,1560,1560,7.6,1860,10.1,178,,
Honda,240000000,Mobil Bekas,2019,70 - 75K km,Putih,Automatic,,5,5,Complete Knock Down (CKD),1497,73,89.4,118,145,Multi-Point Injection,Aspirated,Pertamax,,4294,1772,1580,2610,1472,1475,6.5,1226,10.3,155,,
Honda,130000000,Mobil Bekas,2018,40 - 45K km,Abu-abu,Automatic,5,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3640,1680,1485,2345,1480,1465,,960,,,,
Honda,109000000,Mobil Bekas,2014,30 - 35K km,Silver,Automatic,5,5,5,Complete Knock Down (CKD),1198,73,71.6,87,109,Multi-Point Injection,Aspirated,Pertamax,,3610,1680,1485,2345,1480,1465,,965,10.2,,,
Honda,118000000,Mobil Bekas,2014,125 - 130K km,Silver,Automatic,,5,7,Complete Knock Down (CKD),1496,73,89.4,116,145,Multi-Point Injection,Aspirated,Pertamax,,4386,1683,1603,2650,1472,1475,6.2,,10.3,148,,
Suzuki,122000000,Mobil Bekas,2017,65 - 70K km,Merah,Automatic,5,5,5,Complete Built Up (CBU),1197,73,71.5,82,113,Multi-Point Injection,Aspirated,Pertamax,9.4,3700,1690,1595,2435,1460,1470,4.3,860,11,,,
Honda,138000000,Mobil Bekas,2019,70 - 75K km,Abu-abu,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3800,1680,1485,2405,1480,1465,,,10.1,,,
Hyundai,307000000,Mobil Baru,2024,0 - 5K km,Silver,Automatic,,5,7,Complete Knock Down (CKD),1497,75.6,83.4,113,144,Multi-Point Injection,Aspirated,Pertamax,,4495,1815,1710,2780,,,,,10.5,,,
Hyundai,360000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,5,5,Complete Knock Down (CKD),1497,,,113,144,Multi-Point Injection,Aspirated,Pertamax,,4315,1790,1630,2610,1572,1576,,1200,,,,
Hyundai,670000000,Mobil Baru,2024,0 - 5K km,Silver,Automatic,6,5,7,Complete Built Up (CBU),2497,88.5,101.5,177,232,Multi-Point Injection,Aspirated,Pertamax,,4785,1900,1710,2765,1646,1656,,1776,10.5,,10.1,
Toyota,700000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,6,5,7,Complete Knock Down (CKD),2755,92,103.6,201,499,Direct Injection,Turbocharged,Solar,11.6,4795,1855,1835,2745,1545,1555,,2160,,,,
Hyundai,307000000,Mobil Baru,2024,0 - 5K km,Silver,Automatic,,5,7,Complete Knock Down (CKD),1497,75.6,83.4,113,144,Multi-Point Injection,Aspirated,Pertamax,,4495,1815,1710,2780,,,,,10.5,,,
Hyundai,920000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,8,5,7,Complete Built Up (CBU),2199,,,198,440,Direct Injection,Turbocharged,Solar,,4995,1975,1750,2900,1708,1716,,1884,,,,
Mitsubishi,369900000,Mobil Baru,2024,- km,Abu-abu,Automatic,,5,5,Complete Knock Down (CKD),1499,75,84.8,103,141,Multi-Point Injection,Aspirated,Pertamax,10.4,4390,1810,1660,2650,,,,,10.5,,,
Hyundai,920000000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,8,5,7,Complete Built Up (CBU),2199,,,198,440,Direct Injection,Turbocharged,Solar,,4995,1975,1750,2900,1708,1716,,1884,,,,
Hyundai,370000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,5,5,Complete Knock Down (CKD),1497,,,113,144,Multi-Point Injection,Aspirated,Pertamax,,4315,1790,1630,2610,1572,1576,,1200,,,,
Mitsubishi,307900000,Mobil Baru,2024,- km,Putih,Automatic,,5,7,Complete Knock Down (CKD),1499,75,84.8,103,141,Multi-Point Injection,Aspirated,Pertamax,10.4,4595,1750,1750,,,,,,,,,
Toyota,404950000,Mobil Baru,2024,- km,Putih,Automatic,,5,5,Complete Knock Down (CKD),1496,72.5,90.6,105,138,Multi-Point Injection,Aspirated,Pertamax,10.4,4310,1770,1615,2620,,,,,,,,
Toyota,700000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,6,5,7,Complete Knock Down (CKD),2755,92,103.6,201,499,Direct Injection,Turbocharged,Solar,11.6,4795,1855,1835,2745,1545,1555,,2160,,,,
Honda,606800000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,4,5,Complete Built Up (CBU),1498,73,89.5,176,240,Direct Injection,Turbocharged,Pertamax,11.3,4678,1802,1415,2735,1547,1575,,1284,10.3,,,
Toyota,531600000,Mobil Baru,2024,- km,Silver,Automatic,,5,8,Complete Knock Down (CKD),1987,80.5,97.6,111,188,Direct Injection,Aspirated,Pertamax,,4755,1850,1795,2850,1560,1580,,1685,14,,,
Hyundai,670000000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,6,5,7,Complete Built Up (CBU),2497,88.5,101.5,177,232,Multi-Point Injection,Aspirated,Pertamax,,4785,1900,1710,2765,1646,1656,,1776,10.5,,10.1,
Mitsubishi,546100000,Mobil Baru,2024,- km,Hitam,Manual,5,5,7,Complete Knock Down (CKD),2477,91.1,95,134,324,Direct Injection,Turbocharged,Solar,11.2,4825,1815,1835,2800,,,,,18,,,
Toyota,700000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,6,5,7,Complete Knock Down (CKD),2755,92,103.6,201,499,Direct Injection,Turbocharged,Solar,11.6,4795,1855,1835,2745,1545,1555,,2160,,,,
Honda,284900000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,,5,5,Complete Knock Down (CKD),1498,73,89.5,119,145,Multi-Point Injection,Aspirated,Pertamax,,4060,1780,1608,2485,1540,1540,,,10.6,,,
BMW,1145000000,Mobil Baru,2024,0 - 5K km,Biru,Automatic,8,4,5,Complete Knock Down (CKD),1998,82,94.6,184,300,Direct Injection,Turbocharged,Pertamax,11.4,4713,1827,1440,2851,1583,1568,15.4,1590,11,147,7.4,235
Mitsubishi,546300000,Mobil Baru,2024,- km,Hitam,Automatic,5,5,7,Complete Knock Down (CKD),2477,91.1,95,134,324,Direct Injection,Turbocharged,Solar,11.2,4825,1815,1835,2800,,,,,18,,,
Toyota,312400000,Mobil Baru,2024,- km,Hitam,Automatic,,5,7,Complete Knock Down (CKD),1496,72.5,90.6,105,137,Multi-Point Injection,Aspirated,Pertamax,9.8,4475,1750,1700,2750,1515,1510,,,,,,
Toyota,700000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,6,5,7,Complete Knock Down (CKD),2755,92,103.6,201,499,Direct Injection,Turbocharged,Solar,11.6,4795,1855,1835,2745,1545,1555,,2160,,,,
Toyota,600750000,Mobil Baru,2024,- km,Hitam,Automatic,,5,8,Complete Knock Down (CKD),1987,80.5,97.6,111,188,Direct Injection,Aspirated,Pertamax,,4755,1850,1795,2850,1560,1580,,,14,,,
BMW,2774000000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,8,5,6,Complete Built Up (CBU),2998,82,94,381,520,Direct Injection,Turbocharged,Pertamax,,5151,2000,1805,3105,1684,1705,10.3,2395,,221,5.8,250
Toyota,290000000,Mobil Baru,2024,- km,Silver,Automatic,,5,7,Complete Knock Down (CKD),1496,72.5,90.6,105,137,Multi-Point Injection,Aspirated,Pertamax,9.8,4475,1750,1700,2750,1515,1510,,,,,,
BMW,2205000000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,1,4,5,Complete Built Up (CBU),,,,,,,,Electric,12.3,5060,1900,1515,2995,1622,1623,,2130,,,6,193
Honda,190300000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3800,1680,1485,2405,1480,1465,,,10.1,,,
Hyundai,670000000,Mobil Baru,2024,0 - 5K km,Silver,Automatic,6,5,7,Complete Built Up (CBU),2497,88.5,101.5,177,232,Multi-Point Injection,Aspirated,Pertamax,,4785,1900,1710,2765,1646,1656,,1776,10.5,,10.1,
BMW,1830000000,Mobil Baru,2023,0 - 5K km,Biru,Automatic,8,2,4,Complete Built Up (CBU),1998,94.6,82,258,400,Direct Injection,Turbocharged,Pertamax,,4768,1852,1383,2851,1579,1592,6.8,,10.2,155,6.2,250
Toyota,606650000,Mobil Baru,2024,- km,Hitam,Automatic,6,5,7,Complete Knock Down (CKD),2755,92,103.6,201,499,Direct Injection,Turbocharged,Solar,11.6,4795,1855,1835,2745,1545,1555,,2160,,,,
BMW,1733000000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,8,5,5,Complete Built Up (CBU),1998,,,248,350,Direct Injection,Turbocharged,Pertamax,12.6,4758,1927,1620,2864,1617,1632,9.3,2085,10.2,244,4,250
Honda,799400000,Mobil Baru,2024,0 - 5K km,Abu-abu,Automatic,,5,5,Complete Built Up (CBU),1993,81,96.7,204,335,Multi-Point Injection,Aspirated,Pertamax,,4691,1866,1681,2701,1611,1627,,,13.9,,,
Toyota,610600000,Mobil Baru,2024,- km,Hitam,Automatic,,5,7,Complete Knock Down (CKD),1987,80.5,97.6,111,188,Direct Injection,Aspirated,Pertamax,,4755,1850,1795,2850,1550,1570,,,14,,,
Hyundai,307000000,Mobil Baru,2024,0 - 5K km,Silver,Automatic,,5,7,Complete Knock Down (CKD),1497,75.6,83.4,113,144,Multi-Point Injection,Aspirated,Pertamax,,4495,1815,1710,2780,,,,,10.5,,,
Toyota,700000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,6,5,7,Complete Knock Down (CKD),2755,92,103.6,201,499,Direct Injection,Turbocharged,Solar,11.6,4795,1855,1835,2745,1545,1555,,2160,,,,
BMW,2357000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,8,5,5,Complete Built Up (CBU),2998,82,94.6,340,450,Direct Injection,Turbocharged,Pertamax,12.6,4935,2004,1696,2975,1684,1684,9,2130,11,206,5.5,250
Wuling,174999999,Mobil Baru,2024,0 - 5K km,Lainnya,Automatic,1,3,4,Complete Knock Down (CKD),,,,,,,,Electric,,2974,1505,1631,2010,,,,760,,,,
Mitsubishi,369900000,Mobil Baru,2024,- km,Orange,Automatic,,5,5,Complete Knock Down (CKD),1499,75,84.8,103,141,Multi-Point Injection,Aspirated,Pertamax,10.4,4390,1810,1660,2650,,,,,10.5,,,
BMW,2483000000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,1,5,5,Complete Built Up (CBU),,,,,,,,Electric,,4953,1967,1695,3000,1679,1709,,2440,,,6.1,200
Mitsubishi,307900000,Mobil Baru,2024,- km,Putih,Automatic,,5,7,Complete Knock Down (CKD),1499,75,84.8,103,141,Multi-Point Injection,Aspirated,Pertamax,10.4,4595,1750,1750,,,,,,,,,
Honda,404200000,Mobil Baru,2024,0 - 5K km,Abu-abu,Automatic,,5,5,Complete Knock Down (CKD),1498,73,89.5,119,145,Multi-Point Injection,Aspirated,Pertamax,,4330,1790,1590,2610,1535,1540,,,10.6,,,
BMW,2908000000,Mobil Baru,2023,0 - 5K km,Hitam,Automatic,8,4,5,Complete Built Up (CBU),2998,82,94.6,335,500,Direct Injection,Turbocharged,Pertamax,11.6,5074,1932,1401,3023,1627,1671,7.9,1800,11,180,5.2,250
BMW,2594000000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,8,4,5,Complete Knock Down (CKD),2998,82,94.6,18,200,Direct Injection,Turbocharged,Pertamax,,5391,1950,1544,3215,,,7.9,2150,11,182,6.7,250
Toyota,608450000,Mobil Baru,2024,- km,Hitam,Automatic,6,5,7,Complete Knock Down (CKD),2755,92,103.6,201,499,Direct Injection,Turbocharged,Solar,11.6,4795,1855,1835,2745,1545,1555,,2160,,,,
BMW,2665000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,1,5,5,Complete Built Up (CBU),,,,523,765,,,,,4953,1967,1695,3000,1679,1709,,,,,4.6,200
Mitsubishi,307900000,Mobil Baru,2024,- km,Hitam,Automatic,,5,7,Complete Knock Down (CKD),1499,75,84.8,103,141,Multi-Point Injection,Aspirated,Pertamax,10.4,4595,1750,1750,,,,,,,,,
Toyota,411000000,Mobil Baru,2024,- km,Hitam,Automatic,6,5,8,Complete Knock Down (CKD),2393,92,90,147,360,Direct Injection,Turbocharged,Solar,,4735,1830,1795,2750,1540,1540,,,,,,
Wuling,166000000,Mobil Baru,2024,0 - 5K km,Putih,Manual,5,5,8,Complete Knock Down (CKD),1485,,,98,135,Multi-Point Injection,Aspirated,Pertamax,11,4493,1691,1715,2720,1430,1450,,,,,,
Wuling,314999999,Mobil Baru,2024,0 - 5K km,Lainnya,Automatic,1,5,4,Complete Built Up (CBU),,,,,,,,Electric,,3950,1708,1580,2560,,,,,,,,
Wuling,398800000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,1,5,5,Complete Knock Down (CKD),,,,,,,,Electric,,4295,1850,1652,2700,,,,,,,,150
Mitsubishi,675600000,Mobil Baru,2024,- km,Putih,Automatic,8,5,7,Complete Knock Down (CKD),2442,86,105.1,178,430,Direct Injection,Turbocharged,Solar,11.2,4825,1815,1835,2800,,,,,15.5,,,
Wuling,398000030,Mobil Baru,2024,0 - 5K km,Lainnya,Automatic,1,5,5,Complete Knock Down (CKD),,,,,,,,Electric,,4295,1850,1652,2700,,,,,,,,150
Hyundai,307000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,5,7,Complete Knock Down (CKD),1497,75.6,83.4,113,144,Multi-Point Injection,Aspirated,Pertamax,,4495,1815,1710,2780,,,,,10.5,,,
Wuling,173999999,Mobil Baru,2024,0 - 5K km,Putih,Automatic,1,3,4,Complete Knock Down (CKD),,,,,,,,Electric,,2974,1505,1631,2010,,,,760,,,,
Mitsubishi,369900000,Mobil Baru,2024,- km,Putih,Automatic,,5,5,Complete Knock Down (CKD),1499,75,84.8,103,141,Multi-Point Injection,Aspirated,Pertamax,10.4,4390,1810,1660,2650,,,,,10.5,,,
Honda,299300000,Mobil Baru,2024,0 - 5K km,Coklat,Automatic,,5,7,Complete Knock Down (CKD),1498,73,89.5,119,145,Multi-Point Injection,Aspirated,Pertamax,10.6,4490,1780,1685,2700,1540,1540,,,10.6,,,
Mitsubishi,275700000,Mobil Baru,2024,- km,Putih,Automatic,,5,7,Complete Knock Down (CKD),1499,75,84.8,103,141,Multi-Point Injection,Aspirated,Pertamax,10.4,4595,1750,1750,,,,,,,,,
Wuling,173999999,Mobil Baru,2024,0 - 5K km,Hijau,Automatic,1,3,4,Complete Knock Down (CKD),,,,,,,,Electric,,2974,1505,1631,2010,,,,760,,,,
Honda,551000000,Mobil Baru,2023,0 - 5K km,Hitam,Automatic,,4,5,Complete Built Up (CBU),1498,73,89.5,176,240,Direct Injection,Turbocharged,Pertamax,11.3,4678,1802,1415,2735,1547,1575,,1284,10.3,,,
Hyundai,365000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,5,5,Complete Knock Down (CKD),1497,,,113,144,Multi-Point Injection,Aspirated,Pertamax,,4315,1790,1630,2610,1572,1576,,1200,,,,
Hyundai,360000000,Mobil Baru,2024,0 - 5K km,Abu-abu,Automatic,,5,5,Complete Knock Down (CKD),1497,,,113,144,Multi-Point Injection,Aspirated,Pertamax,,4315,1790,1630,2610,1572,1576,,1200,,,,
Honda,732100000,Mobil Baru,2024,0 - 5K km,Biru,Automatic,,5,7,Complete Built Up (CBU),1498,73,89.5,187,240,Multi-Point Injection,Turbocharged,Pertamax,,4691,1866,1681,2701,1611,1627,,,10.3,,,
Wuling,318000000,Mobil Baru,2024,0 - 5K km,Biru,Automatic,1,5,4,Complete Built Up (CBU),,,,,,,,Electric,,3950,1708,1580,2560,,,,,,,,
Honda,732100000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,,5,7,Complete Built Up (CBU),1498,73,89.5,187,240,Multi-Point Injection,Turbocharged,Pertamax,,4691,1866,1681,2701,1611,1627,,,10.3,,,
Honda,949900000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,4,5,Complete Built Up (CBU),1993,81,96.7,204,335,Multi-Point Injection,Aspirated,Pertamax,,4962,1862,1449,2830,1591,1613,,,13.9,,,
Hyundai,670000000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,6,5,7,Complete Built Up (CBU),2497,88.5,101.5,177,232,Multi-Point Injection,Aspirated,Pertamax,,4785,1900,1710,2765,1646,1656,,1776,10.5,,10.1,
Land Rover,365000000,Mobil Bekas,2013,61000 km,Putih,Automatic,6,5,5,Complete Built Up (CBU),1999,87.5,83.1,237,340,Direct Injection,Turbocharged,Pertamax,11.3,4365,1965,1635,2660,,,7.8,1640,,181,7.6,
Honda,797100000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,5,5,Complete Built Up (CBU),1993,81,96.7,204,335,Multi-Point Injection,Aspirated,Pertamax,,4691,1866,1681,2701,1611,1627,,,13.9,,,
Hyundai,670000000,Mobil Baru,2024,0 - 5K km,Silver,Automatic,6,5,7,Complete Built Up (CBU),2497,88.5,101.5,177,232,Multi-Point Injection,Aspirated,Pertamax,,4785,1900,1710,2765,1646,1656,,1776,10.5,,10.1,
Honda,363900000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,5,5,Complete Knock Down (CKD),1498,73,89.5,119,145,Multi-Point Injection,Aspirated,Pertamax,,4330,1790,1590,2610,1545,1550,,,10.6,,,
Honda,797100000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,5,5,Complete Built Up (CBU),1993,81,96.7,204,335,Multi-Point Injection,Aspirated,Pertamax,,4691,1866,1681,2701,1611,1627,,,13.9,,,
Hyundai,307000000,Mobil Baru,2024,0 - 5K km,Silver,Automatic,,5,7,Complete Knock Down (CKD),1497,75.6,83.4,113,144,Multi-Point Injection,Aspirated,Pertamax,,4495,1815,1710,2780,,,,,10.5,,,
Hyundai,187000000,Mobil Bekas,2023,15 - 20K km,Abu-abu,Automatic,,5,7,Complete Knock Down (CKD),1497,75.6,83.4,113,144,Multi-Point Injection,Aspirated,Pertamax,,4460,1780,1695,2780,,,,1272,10.5,,,
Mitsubishi,188000000,Mobil Bekas,2018,60 - 65K km,Hitam,Automatic,4,5,7,Complete Knock Down (CKD),1499,75,84.8,103,141,Multi-Point Injection,Aspirated,Pertamax,10.4,4475,1750,1700,2275,,,,,,,,
Honda,346400000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,5,7,Complete Knock Down (CKD),1498,73,89.5,119,145,Multi-Point Injection,Aspirated,Pertamax,10.6,4490,1780,1685,2700,1540,1540,,,10.6,,,
Honda,243100000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,5,5,Complete Knock Down (CKD),1199,73,71.6,89,110,Multi-Point Injection,Aspirated,Pertamax,,3815,1680,1485,2405,1475,1460,,,10.1,,,
Hyundai,307000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,5,7,Complete Knock Down (CKD),1497,75.6,83.4,113,144,Multi-Point Injection,Aspirated,Pertamax,,4495,1815,1710,2780,,,,,10.5,,,
Wuling,273999999,Mobil Baru,2024,0 - 5K km,Lainnya,Automatic,1,3,4,Complete Knock Down (CKD),,,,,,,,Electric,,2974,1505,1631,2010,,,,760,,,,
BMW,295000000,Mobil Bekas,2014,35 - 40K km,Silver,Automatic,8,4,5,Complete Knock Down (CKD),1997,,,242,350,Direct Injection,Turbocharged,Pertamax,,4899,1860,1464,2968,,,6.5,1695,,152,,
Honda,205000000,Mobil Bekas,2017,25 - 30K km,Hitam,Automatic,,5,5,Complete Knock Down (CKD),1497,73,89.4,118,145,Multi-Point Injection,Aspirated,Pertamax,,3955,1694,1524,2530,1476,1466,,1080,10.3,,,
Honda,326400000,Mobil Baru,2024,0 - 5K km,Lainnya,Automatic,,5,7,Complete Knock Down (CKD),1498,73,89.5,119,145,Multi-Point Injection,Aspirated,Pertamax,10.6,4490,1780,1685,2700,1540,1540,,,10.6,,,
Wuling,180000060,Mobil Baru,2024,0 - 5K km,Lainnya,Automatic,1,3,4,Complete Knock Down (CKD),,,,,,,,Electric,,2974,1505,1631,2010,,,,760,,,,
Honda,302400000,Mobil Baru,2024,0 - 5K km,Lainnya,Automatic,,5,7,Complete Knock Down (CKD),1498,73,89.5,119,145,Multi-Point Injection,Aspirated,Pertamax,10.6,4490,1780,1685,2700,1540,1540,,,10.6,,,
Honda,352500000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,5,5,Complete Knock Down (CKD),1498,73,89.4,119,145,Multi-Point Injection,Aspirated,Pertamax,10,4349,1748,1488,2600,1495,1483,,,10.6,,,
Honda,515300000,Mobil Baru,2024,0 - 5K km,Merah,Automatic,,5,5,Complete Knock Down (CKD),1498,73,89.5,176,240,Multi-Point Injection,Turbocharged,Pertamax,,4385,1790,1590,2610,1535,1540,,,10.3,,,
Toyota,700000000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,6,5,7,Complete Knock Down (CKD),2755,92,103.6,201,499,Direct Injection,Turbocharged,Solar,11.6,4795,1855,1835,2745,1545,1555,,2160,,,,
BMW,895000000,Mobil Baru,2024,0 - 5K km,Biru,Automatic,7,4,5,Complete Knock Down (CKD),1499,82,94.6,140,220,Direct Injection,Turbocharged,Pertamax,,4526,1800,1420,2670,,,6.3,1425,11,144,,213
Wuling,362000060,Mobil Baru,2024,0 - 5K km,Lainnya,Automatic,1,5,4,Complete Built Up (CBU),,,,,,,,Electric,,3950,1708,1580,2560,,,,,,,,
Hyundai,730000000,Mobil Baru,2024,0 - 5K km,Silver,Automatic,8,5,7,Complete Built Up (CBU),2151,83,99.4,200,440,Direct Injection,Turbocharged,Solar,,4785,1900,1710,2765,1646,1656,,1872,16,,9,
Hyundai,730000000,Mobil Baru,2024,0 - 5K km,Silver,Automatic,8,5,7,Complete Built Up (CBU),2151,83,99.4,200,440,Direct Injection,Turbocharged,Solar,,4785,1900,1710,2765,1646,1656,,1872,16,,9,
BMW,1465000000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,8,5,5,Complete Knock Down (CKD),1998,82,94.6,252,350,Direct Injection,Turbocharged,Pertamax,12.6,4708,1891,1676,2864,1620,1602,,1715,,174,6.3,240
Honda,515300000,Mobil Baru,2024,0 - 5K km,Merah,Automatic,,5,5,Complete Knock Down (CKD),1498,73,89.5,176,240,Multi-Point Injection,Turbocharged,Pertamax,,4385,1790,1590,2610,1535,1540,,,10.3,,,
BMW,1255000000,Mobil Baru,2024,0 - 5K km,Abu-abu,Automatic,8,4,5,Complete Knock Down (CKD),1998,82,94.6,258,400,Direct Injection,Turbocharged,Pertamax,11.4,4713,1827,1440,2851,1579,1568,15.4,1600,10.2,149,5.8,250
BMW,1325000000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,8,5,5,Complete Knock Down (CKD),1998,82,94.6,181,290,Direct Injection,Turbocharged,Pertamax,12.6,4708,1891,1676,2864,1620,,,,11,174,,
Hyundai,590000000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,6,5,7,Complete Built Up (CBU),2497,88.5,101.5,177,232,Multi-Point Injection,Aspirated,Pertamax,,4785,1900,1710,2765,1646,1656,,1776,10.5,,10.1,
Honda,399600000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,,5,5,Complete Knock Down (CKD),1498,73,89.5,119,145,Multi-Point Injection,Aspirated,Pertamax,,4330,1790,1590,2610,1535,1540,,,10.6,,,
Wuling,247900000,Mobil Baru,2023,0 - 5K km,Lainnya,Automatic,1,3,4,Complete Knock Down (CKD),,,,,,,,Electric,,2974,1505,1631,2010,,,,760,,,,
BMW,1337000000,Mobil Baru,2024,0 - 5K km,Silver,Automatic,1,5,5,Complete Built Up (CBU),,,,,,,,Electric,11.9,4500,1845,1612,2692,,,,1940,,,8.6,170
Hyundai,360000000,Mobil Baru,2024,0 - 5K km,Abu-abu,Automatic,,5,5,Complete Knock Down (CKD),1497,,,113,144,Multi-Point Injection,Aspirated,Pertamax,,4315,1790,1630,2610,1572,1576,,1200,,,,
Honda,561800000,Mobil Baru,2023,0 - 5K km,Abu-abu,Automatic,,4,5,Complete Built Up (CBU),1498,73,89.5,176,240,Direct Injection,Turbocharged,Pertamax,11.3,4678,1802,1415,2735,1547,1575,,1284,10.3,,,
Wuling,255000700,Mobil Baru,2024,0 - 5K km,Lainnya,Automatic,1,3,4,Complete Knock Down (CKD),,,,,,,,Electric,,2974,1505,1631,2010,,,,760,,,,
Honda,399600000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,,5,5,Complete Knock Down (CKD),1498,73,89.5,119,145,Multi-Point Injection,Aspirated,Pertamax,,4330,1790,1590,2610,1535,1540,,,10.6,,,
Hyundai,360000000,Mobil Baru,2024,0 - 5K km,Silver,Automatic,,5,5,Complete Knock Down (CKD),1497,,,113,144,Multi-Point Injection,Aspirated,Pertamax,,4315,1790,1630,2610,1572,1576,,1200,,,,
Wuling,274999999,Mobil Baru,2024,0 - 5K km,Lainnya,Automatic,1,3,4,Complete Knock Down (CKD),,,,,,,,Electric,,2974,1505,1631,2010,,,,760,,,,
Hyundai,360000000,Mobil Baru,2024,0 - 5K km,Hitam,Automatic,,5,5,Complete Knock Down (CKD),1497,,,113,144,Multi-Point Injection,Aspirated,Pertamax,,4315,1790,1630,2610,1572,1576,,1200,,,,
Honda,379200000,Mobil Baru,2024,0 - 5K km,Putih,Automatic,,5,5,Complete Knock Down (CKD),1498,73,89.5,119,145,Multi-Point Injection,Aspirated,Pertamax,,4330,1790,1590,2610,1545,1550,,,10.6,,,
